<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.10.18	15:00:00	1.02256	1.02403	1.01600	1.01642	16606	0	10
2011.10.18	18:00:00	1.01643	1.01845	1.01513	1.01703	10863	0	10
2011.10.18	21:00:00	1.01705	1.01711	1.01114	1.01504	9172	0	22
2011.10.19	00:00:00	1.01501	1.01546	1.01387	1.01438	4247	0	20
2011.10.19	03:00:00	1.01440	1.01486	1.01210	1.01239	5230	0	20
2011.10.19	06:00:00	1.01240	1.01300	1.00972	1.01165	8327	0	16
2011.10.19	09:00:00	1.01165	1.01312	1.00882	1.00932	12958	0	17
2011.10.19	12:00:00	1.00930	1.01172	1.00849	1.00876	11505	0	11
2011.10.19	15:00:00	1.00879	1.01372	1.00851	1.01363	15359	0	11
2011.10.19	18:00:00	1.01362	1.01934	1.01123	1.01915	10844	0	11
2011.10.19	21:00:00	1.01914	1.02153	1.01884	1.01910	6811	0	23
2011.10.20	00:00:00	1.01911	1.01917	1.01758	1.01905	3725	0	20
2011.10.20	03:00:00	1.01906	1.02359	1.01899	1.02249	6152	0	20
2011.10.20	06:00:00	1.02251	1.02457	1.02085	1.02128	8143	0	10
2011.10.20	09:00:00	1.02132	1.02352	1.01362	1.01574	14011	0	11
2011.10.20	12:00:00	1.01576	1.01874	1.01404	1.01618	13233	0	10
2011.10.20	15:00:00	1.01619	1.02263	1.01546	1.02155	17839	0	12
2011.10.20	18:00:00	1.02153	1.02360	1.01314	1.01377	13633	0	13
2011.10.20	21:00:00	1.01376	1.01629	1.01375	1.01614	5964	0	20
2011.10.21	00:00:00	1.01611	1.01682	1.01491	1.01543	4660	0	20
2011.10.21	03:00:00	1.01544	1.01697	1.01444	1.01682	5222	0	20
2011.10.21	06:00:00	1.01679	1.01730	1.01445	1.01676	7190	0	10
2011.10.21	09:00:00	1.01681	1.01869	1.01551	1.01714	12567	0	10
2011.10.21	12:00:00	1.01721	1.01754	1.00990	1.01132	13425	0	10
2011.10.21	15:00:00	1.01133	1.01141	1.00665	1.00900	16263	0	10
2011.10.21	18:00:00	1.00901	1.01180	1.00880	1.00926	10247	0	11
2011.10.21	21:00:00	1.00925	1.00939	1.00628	1.00628	4001	0	20
2011.10.24	00:00:00	1.00945	1.00973	1.00676	1.00834	4770	0	20
2011.10.24	03:00:00	1.00835	1.00910	1.00522	1.00532	5542	0	20
2011.10.24	06:00:00	1.00531	1.00669	1.00500	1.00599	7980	0	10
2011.10.24	09:00:00	1.00597	1.00794	1.00505	1.00527	13159	0	10
2011.10.24	12:00:00	1.00537	1.00754	1.00476	1.00515	12016	0	11
2011.10.24	15:00:00	1.00516	1.00729	1.00211	1.00384	15569	0	11
2011.10.24	18:00:00	1.00380	1.00604	1.00257	1.00475	10168	0	10
2011.10.24	21:00:00	1.00473	1.00485	1.00260	1.00388	6029	0	20
2011.10.25	00:00:00	1.00392	1.00440	1.00261	1.00413	4964	0	20
2011.10.25	03:00:00	1.00412	1.00464	1.00186	1.00259	6017	0	20
2011.10.25	06:00:00	1.00261	1.00355	1.00142	1.00282	6826	0	35
2011.10.25	09:00:00	1.00281	1.00300	1.00016	1.00142	12674	0	20
2011.10.25	12:00:00	1.00141	1.00322	0.99894	1.00247	12930	0	10
2011.10.25	15:00:00	1.00246	1.02111	1.00231	1.01425	19373	0	12
2011.10.25	18:00:00	1.01423	1.01577	1.01173	1.01384	10931	0	10
2011.10.25	21:00:00	1.01385	1.01686	1.01311	1.01592	5936	0	20
2011.10.26	00:00:00	1.01591	1.01758	1.01554	1.01703	5097	0	20
2011.10.26	03:00:00	1.01706	1.01707	1.01410	1.01438	4906	0	20
2011.10.26	06:00:00	1.01443	1.01517	1.01300	1.01300	6690	0	10
2011.10.26	09:00:00	1.01310	1.01561	1.01129	1.01426	14132	0	10
2011.10.26	12:00:00	1.01432	1.01755	1.01032	1.01046	13338	0	10
2011.10.26	15:00:00	1.01044	1.01621	1.00737	1.00987	18149	0	10
2011.10.26	18:00:00	1.00986	1.01151	1.00469	1.00622	13712	0	10
2011.10.26	21:00:00	1.00621	1.00622	1.00348	1.00455	7461	0	23
2011.10.27	00:00:00	1.00455	1.00462	1.00166	1.00219	5693	0	26
2011.10.27	03:00:00	1.00220	1.00407	0.99936	1.00007	7972	0	12
2011.10.27	06:00:00	1.00009	1.00033	0.99758	0.99820	9622	0	10
2011.10.27	09:00:00	0.99819	0.99989	0.99522	0.99531	14480	0	10
2011.10.27	12:00:00	0.99534	0.99742	0.99172	0.99408	14105	0	10
2011.10.27	15:00:00	0.99407	0.99723	0.99213	0.99411	16920	0	10
2011.10.27	18:00:00	0.99409	0.99424	0.98956	0.99053	12065	0	10
2011.10.27	21:00:00	0.99052	0.99308	0.98912	0.99147	7260	0	20
2011.10.28	00:00:00	0.99149	0.99225	0.99077	0.99207	3713	0	20
2011.10.28	03:00:00	0.99209	0.99353	0.99208	0.99284	4117	0	20
2011.10.28	06:00:00	0.99285	0.99315	0.99117	0.99172	6803	0	10
2011.10.28	09:00:00	0.99172	0.99315	0.98937	0.98991	13275	0	10
2011.10.28	12:00:00	0.98991	0.99624	0.98981	0.99565	13665	0	10
2011.10.28	15:00:00	0.99563	0.99694	0.99150	0.99559	17290	0	10
2011.10.28	18:00:00	0.99559	0.99601	0.99215	0.99345	10430	0	10
2011.10.28	21:00:00	0.99342	0.99369	0.99098	0.99135	4377	0	20
2011.10.31	00:00:00	0.99208	0.99389	0.99122	0.99299	3182	0	20
2011.10.31	03:00:00	0.99300	1.00014	0.99230	1.00014	7492	0	20
2011.10.31	06:00:00	1.00019	1.00262	0.99880	0.99932	7606	0	10
2011.10.31	09:00:00	0.99934	1.00004	0.99649	0.99713	12477	0	10
2011.10.31	12:00:00	0.99714	0.99825	0.99504	0.99531	10829	0	10
2011.10.31	15:00:00	0.99532	0.99951	0.99346	0.99346	16397	0	10
2011.10.31	18:00:00	0.99346	0.99690	0.99231	0.99389	12673	0	10
2011.10.31	21:00:00	0.99388	1.00064	0.99385	0.99960	7101	0	20
2011.11.01	00:00:00	0.99958	0.99984	0.99737	0.99855	4071	0	20
2011.11.01	03:00:00	0.99856	1.00079	0.99765	0.99978	6042	0	20
2011.11.01	06:00:00	0.99979	1.00349	0.99979	1.00348	5426	0	20
2011.11.01	09:00:00	1.00347	1.01297	1.00323	1.01059	13047	0	10
2011.11.01	12:00:00	1.01050	1.01832	1.01049	1.01520	15839	0	10
2011.11.01	15:00:00	1.01519	1.02004	1.01152	1.02001	17449	0	11
2011.11.01	18:00:00	1.02001	1.02071	1.01522	1.01709	16760	0	10
2011.11.01	21:00:00	1.01708	1.02034	1.01549	1.01897	8688	0	20
2011.11.02	00:00:00	1.01891	1.02216	1.01865	1.01982	6016	0	27
2011.11.02	03:00:00	1.01979	1.02003	1.01758	1.01913	6375	0	20
2011.11.02	06:00:00	1.01912	1.01986	1.01644	1.01647	6593	0	10
2011.11.02	09:00:00	1.01656	1.01991	1.01355	1.01973	13662	0	10
2011.11.02	12:00:00	1.01971	1.02006	1.01280	1.01305	12605	0	10
2011.11.02	15:00:00	1.01306	1.01424	1.01059	1.01269	15579	0	10
2011.11.02	18:00:00	1.01266	1.01755	1.01104	1.01403	14654	0	10
2011.11.02	21:00:00	1.01402	1.01532	1.01258	1.01404	5781	0	20
2011.11.03	00:00:00	1.01354	1.01966	1.01303	1.01935	5412	0	20
2011.11.03	03:00:00	1.01937	1.02142	1.01748	1.01748	6078	0	20
2011.11.03	06:00:00	1.01749	1.02040	1.01733	1.01951	6187	0	10
2011.11.03	09:00:00	1.01953	1.02085	1.01274	1.01405	12626	0	10
2011.11.03	12:00:00	1.01403	1.01407	1.00553	1.00704	15539	0	10
2011.11.03	15:00:00	1.00708	1.01835	1.00672	1.01284	18038	0	10
2011.11.03	18:00:00	1.01283	1.01285	1.00737	1.00777	12234	0	10
2011.11.03	21:00:00	1.00775	1.00841	1.00653	1.00760	5502	0	20
2011.11.04	00:00:00	1.00760	1.01024	1.00693	1.01024	4023	0	20
2011.11.04	03:00:00	1.01023	1.01159	1.00977	1.01120	3888	0	20
2011.11.04	06:00:00	1.01121	1.01200	1.01072	1.01113	4276	0	10
2011.11.04	09:00:00	1.01112	1.01407	1.01093	1.01311	11270	0	10
2011.11.04	12:00:00	1.01307	1.01976	1.01037	1.01844	14301	0	10
2011.11.04	15:00:00	1.01846	1.02267	1.01723	1.01797	17216	0	11
2011.11.04	18:00:00	1.01800	1.01975	1.01574	1.01700	10950	0	10
2011.11.04	21:00:00	1.01704	1.01869	1.01602	1.01855	3738	0	20
2011.11.07	00:00:00	1.01618	1.02028	1.01501	1.01954	4901	0	20
2011.11.07	03:00:00	1.01955	1.01999	1.01688	1.01702	3825	0	20
2011.11.07	06:00:00	1.01710	1.01962	1.01614	1.01903	6314	0	10
2011.11.07	09:00:00	1.01905	1.02023	1.01741	1.01769	11527	0	10
2011.11.07	12:00:00	1.01768	1.01875	1.01516	1.01769	11482	0	10
2011.11.07	15:00:00	1.01767	1.01923	1.01248	1.01725	15931	0	10
2011.11.07	18:00:00	1.01726	1.01797	1.01311	1.01313	9357	0	10
2011.11.07	21:00:00	1.01312	1.01394	1.01222	1.01333	4727	0	20
2011.11.08	00:00:00	1.01332	1.01491	1.01165	1.01266	4288	0	20
2011.11.08	03:00:00	1.01268	1.01564	1.01262	1.01471	3899	0	20
2011.11.08	06:00:00	1.01470	1.01784	1.01422	1.01784	6618	0	10
2011.11.08	09:00:00	1.01787	1.01813	1.01456	1.01568	11469	0	10
2011.11.08	12:00:00	1.01571	1.01720	1.01234	1.01506	10108	0	10
2011.11.08	15:00:00	1.01508	1.01661	1.01257	1.01386	14367	0	10
2011.11.08	18:00:00	1.01378	1.01422	1.00900	1.00952	9376	0	10
2011.11.08	21:00:00	1.00951	1.01051	1.00770	1.00896	4786	0	20
2011.11.09	00:00:00	1.00896	1.00979	1.00773	1.00973	3882	0	20
2011.11.09	03:00:00	1.00973	1.01097	1.00946	1.01058	3148	0	20
2011.11.09	06:00:00	1.01064	1.01175	1.01020	1.01166	6090	0	10
2011.11.09	09:00:00	1.01166	1.01808	1.01015	1.01674	14493	0	10
2011.11.09	12:00:00	1.01675	1.02293	1.01675	1.01886	14489	0	10
2011.11.09	15:00:00	1.01871	1.02269	1.01625	1.01725	16220	0	10
2011.11.09	18:00:00	1.01726	1.02285	1.01621	1.02253	11126	0	11
2011.11.09	21:00:00	1.02256	1.02471	1.02010	1.02471	7232	0	20
2011.11.10	00:00:00	1.02463	1.02463	1.02287	1.02334	4326	0	35
2011.11.10	03:00:00	1.02334	1.02377	1.02281	1.02322	3326	0	35
2011.11.10	06:00:00	1.02323	1.02652	1.02226	1.02636	6914	0	18
2011.11.10	09:00:00	1.02643	1.02647	1.02070	1.02295	14647	0	13
2011.11.10	12:00:00	1.02297	1.02445	1.01664	1.01710	13293	0	10
2011.11.10	15:00:00	1.01711	1.02351	1.01693	1.01874	16429	0	11
2011.11.10	18:00:00	1.01872	1.01937	1.01632	1.01909	10977	0	10
2011.11.10	21:00:00	1.01911	1.01950	1.01623	1.01629	5400	0	20
2011.11.11	00:00:00	1.01627	1.01949	1.01616	1.01936	4916	0	20
2011.11.11	03:00:00	1.01935	1.01962	1.01860	1.01888	3929	0	20
2011.11.11	06:00:00	1.01887	1.02167	1.01860	1.02115	6637	0	10
2011.11.11	09:00:00	1.02114	1.02311	1.01871	1.02203	13232	0	10
2011.11.11	12:00:00	1.02201	1.02209	1.01771	1.01921	10182	0	10
2011.11.11	15:00:00	1.01923	1.01995	1.01169	1.01195	13253	0	10
2011.11.11	18:00:00	1.01194	1.01314	1.01068	1.01117	7296	0	10
2011.11.14	00:00:00	1.01046	1.01355	1.00870	1.01352	5655	0	20
2011.11.14	03:00:00	1.01351	1.01477	1.01277	1.01454	3478	0	20
2011.11.14	06:00:00	1.01457	1.01702	1.01398	1.01576	7359	0	10
2011.11.14	09:00:00	1.01574	1.01774	1.01474	1.01710	13013	0	10
2011.11.14	12:00:00	1.01711	1.01940	1.01647	1.01770	11196	0	10
2011.11.14	15:00:00	1.01773	1.01887	1.01568	1.01759	14077	0	10
2011.11.14	18:00:00	1.01759	1.01906	1.01616	1.01738	8583	0	10
2011.11.14	21:00:00	1.01737	1.01749	1.01587	1.01655	4199	0	20
2011.11.15	00:00:00	1.01657	1.01722	1.01611	1.01686	4044	0	20
2011.11.15	03:00:00	1.01688	1.01906	1.01578	1.01896	4040	0	20
2011.11.15	06:00:00	1.01894	1.02013	1.01795	1.01887	6614	0	35
2011.11.15	09:00:00	1.01889	1.02425	1.01816	1.02413	13127	0	10
2011.11.15	12:00:00	1.02414	1.02620	1.02029	1.02235	12217	0	10
2011.11.15	15:00:00	1.02235	1.02438	1.02044	1.02332	14901	0	10
2011.11.15	18:00:00	1.02335	1.02335	1.01980	1.01990	9489	0	10
2011.11.15	21:00:00	1.01989	1.02127	1.01924	1.02079	5116	0	20
2011.11.16	00:00:00	1.02072	1.02400	1.02072	1.02399	4532	0	20
2011.11.16	03:00:00	1.02400	1.02734	1.02394	1.02607	6447	0	20
2011.11.16	06:00:00	1.02607	1.02873	1.02524	1.02658	8238	0	10
2011.11.16	09:00:00	1.02664	1.02758	1.02127	1.02603	13632	0	10
2011.11.16	12:00:00	1.02602	1.02830	1.02322	1.02601	12337	0	13
2011.11.16	15:00:00	1.02594	1.02704	1.01933	1.02035	15096	0	10
2011.11.16	18:00:00	1.02033	1.02136	1.01706	1.01945	9715	0	10
2011.11.16	21:00:00	1.01946	1.02442	1.01939	1.02398	6474	0	20
2011.11.17	00:00:00	1.02399	1.02630	1.02395	1.02441	5881	0	20
2011.11.17	03:00:00	1.02440	1.02539	1.02180	1.02288	5403	0	20
2011.11.17	06:00:00	1.02287	1.02315	1.02077	1.02222	8546	0	10
2011.11.17	09:00:00	1.02224	1.02604	1.02150	1.02494	14648	0	10
2011.11.17	12:00:00	1.02495	1.02793	1.02209	1.02332	13766	0	10
2011.11.17	15:00:00	1.02331	1.02588	1.02101	1.02237	16935	0	10
2011.11.17	18:00:00	1.02238	1.02874	1.02231	1.02795	14084	0	10
2011.11.17	21:00:00	1.02793	1.02933	1.02741	1.02837	6749	0	35
2011.11.18	00:00:00	1.02828	1.02955	1.02802	1.02879	5080	0	35
2011.11.18	03:00:00	1.02877	1.02883	1.02662	1.02873	5058	0	20
2011.11.18	06:00:00	1.02872	1.03004	1.02751	1.02879	8227	0	8
2011.11.18	09:00:00	1.02877	1.02970	1.02475	1.02606	12667	0	10
2011.11.18	12:00:00	1.02605	1.02720	1.01979	1.02213	12599	0	10
2011.11.18	15:00:00	1.02212	1.02748	1.02212	1.02596	16453	0	10
2011.11.18	18:00:00	1.02595	1.02712	1.02471	1.02650	10951	0	10
2011.11.18	21:00:00	1.02649	1.02776	1.02592	1.02722	4157	0	20
2011.11.21	00:00:00	1.02762	1.02986	1.02758	1.02943	5751	0	20
2011.11.21	03:00:00	1.02943	1.02980	1.02839	1.02870	4447	0	20
2011.11.21	06:00:00	1.02869	1.02972	1.02820	1.02938	7714	0	10
2011.11.21	09:00:00	1.02936	1.03477	1.02890	1.03444	13738	0	10
2011.11.21	12:00:00	1.03446	1.03679	1.03385	1.03473	12100	0	10
2011.11.21	15:00:00	1.03475	1.04176	1.03359	1.03862	16794	0	10
2011.11.21	18:00:00	1.03864	1.03957	1.03692	1.03831	11205	0	10
2011.11.21	21:00:00	1.03830	1.03978	1.03634	1.03942	5924	0	20
2011.11.22	00:00:00	1.03937	1.03970	1.03754	1.03780	5162	0	20
2011.11.22	03:00:00	1.03782	1.03955	1.03674	1.03859	4958	0	20
2011.11.22	06:00:00	1.03867	1.03905	1.03583	1.03669	8324	0	10
2011.11.22	09:00:00	1.03668	1.03996	1.03579	1.03854	12454	0	10
2011.11.22	12:00:00	1.03854	1.04108	1.03620	1.03967	12262	0	10
2011.11.22	15:00:00	1.03968	1.04009	1.03539	1.03702	16040	0	10
2011.11.22	18:00:00	1.03705	1.03721	1.03457	1.03702	11283	0	10
2011.11.22	21:00:00	1.03705	1.03851	1.03698	1.03780	5699	0	20
2011.11.23	00:00:00	1.03779	1.04119	1.03740	1.04116	4907	0	14
2011.11.23	03:00:00	1.04117	1.04237	1.04012	1.04084	6047	0	15
2011.11.23	06:00:00	1.04082	1.04237	1.03990	1.04213	7410	0	35
2011.11.23	09:00:00	1.04212	1.04525	1.04024	1.04327	13553	0	10
2011.11.23	12:00:00	1.04326	1.04391	1.04095	1.04216	11364	0	10
2011.11.23	15:00:00	1.04218	1.04967	1.04159	1.04795	16302	0	10
2011.11.23	18:00:00	1.04795	1.04883	1.04606	1.04820	10822	0	10
2011.11.23	21:00:00	1.04819	1.04849	1.04630	1.04757	6315	0	20
2011.11.24	00:00:00	1.04758	1.04796	1.04630	1.04651	4647	0	20
2011.11.24	03:00:00	1.04650	1.04706	1.04537	1.04637	3910	0	13
2011.11.24	06:00:00	1.04635	1.04873	1.04541	1.04622	7897	0	10
2011.11.24	09:00:00	1.04623	1.04773	1.04380	1.04613	11711	0	10
2011.11.24	12:00:00	1.04612	1.04680	1.04381	1.04679	9636	0	10
2011.11.24	15:00:00	1.04680	1.04891	1.04562	1.04662	9312	0	10
2011.11.24	18:00:00	1.04660	1.04795	1.04568	1.04655	3720	0	10
2011.11.24	21:00:00	1.04657	1.04785	1.04562	1.04706	2994	0	22
2011.11.25	00:00:00	1.04698	1.04869	1.04676	1.04767	5433	0	20
2011.11.25	03:00:00	1.04768	1.04897	1.04756	1.04821	4580	0	35
2011.11.25	06:00:00	1.04820	1.04864	1.04680	1.04832	6379	0	10
2011.11.25	09:00:00	1.04835	1.05208	1.04718	1.05206	11756	0	10
2011.11.25	12:00:00	1.05208	1.05230	1.04845	1.04920	10185	0	10
2011.11.25	15:00:00	1.04919	1.05047	1.04376	1.04847	14250	0	10
2011.11.25	18:00:00	1.04848	1.05137	1.04818	1.05011	6467	0	11
2011.11.25	21:00:00	1.05011	1.05016	1.04655	1.04655	1684	0	35
2011.11.28	00:00:00	1.04334	1.04338	1.03961	1.04080	6514	0	20
2011.11.28	03:00:00	1.04079	1.04294	1.03907	1.04131	5903	0	20
2011.11.28	06:00:00	1.04139	1.04196	1.03830	1.03993	8306	0	10
2011.11.28	09:00:00	1.03995	1.04039	1.03230	1.03300	11154	0	10
2011.11.28	12:00:00	1.03297	1.03417	1.03090	1.03183	9388	0	10
2011.11.28	15:00:00	1.03182	1.03369	1.03033	1.03266	13413	0	10
2011.11.28	18:00:00	1.03267	1.03675	1.03241	1.03625	9338	0	10
2011.11.28	21:00:00	1.03626	1.03725	1.03358	1.03473	5430	0	20
2011.11.29	00:00:00	1.03471	1.03625	1.03405	1.03489	4407	0	20
2011.11.29	03:00:00	1.03490	1.03527	1.03241	1.03262	3871	0	20
2011.11.29	06:00:00	1.03262	1.03431	1.03113	1.03410	6996	0	10
2011.11.29	09:00:00	1.03411	1.03526	1.02782	1.02810	11728	0	10
2011.11.29	12:00:00	1.02809	1.03153	1.02575	1.03010	11370	0	10
2011.11.29	15:00:00	1.03012	1.03222	1.02813	1.02949	13392	0	28
2011.11.29	18:00:00	1.02947	1.03193	1.02868	1.02993	9161	0	35
2011.11.29	21:00:00	1.02992	1.03211	1.02940	1.03009	6220	0	21
2011.11.30	00:00:00	1.03009	1.03260	1.03005	1.03112	5507	0	20
2011.11.30	03:00:00	1.03116	1.03313	1.03032	1.03195	4628	0	20
2011.11.30	06:00:00	1.03207	1.03613	1.03162	1.03487	7398	0	10
2011.11.30	09:00:00	1.03488	1.03527	1.03122	1.03187	10552	0	10
2011.11.30	12:00:00	1.03188	1.03207	1.01223	1.01286	13238	0	10
2011.11.30	15:00:00	1.01286	1.02090	1.01245	1.01975	14989	0	10
2011.11.30	18:00:00	1.01977	1.02015	1.01810	1.01957	8879	0	10
2011.11.30	21:00:00	1.01954	1.02002	1.01790	1.01869	5565	0	18
2011.12.01	00:00:00	1.01869	1.01930	1.01722	1.01905	4713	0	15
2011.12.01	03:00:00	1.01905	1.01971	1.01677	1.01711	3617	0	20
2011.12.01	06:00:00	1.01708	1.02089	1.01700	1.02077	6661	0	10
2011.12.01	09:00:00	1.02077	1.02221	1.01775	1.01855	11744	0	10
2011.12.01	12:00:00	1.01863	1.02035	1.01677	1.01900	10094	0	10
2011.12.01	15:00:00	1.01900	1.01947	1.01463	1.01715	12635	0	10
2011.12.01	18:00:00	1.01714	1.01815	1.01351	1.01439	8788	0	10
2011.12.01	21:00:00	1.01442	1.01528	1.01359	1.01397	3486	0	20
2011.12.02	00:00:00	1.01398	1.01461	1.01342	1.01394	2848	0	35
2011.12.02	03:00:00	1.01393	1.01513	1.01387	1.01410	2322	0	27
2011.12.02	06:00:00	1.01411	1.01485	1.01278	1.01332	3797	0	35
2011.12.02	09:00:00	1.01330	1.01383	1.01110	1.01139	8240	0	10
2011.12.02	12:00:00	1.01137	1.01487	1.00787	1.01362	10452	0	10
2011.12.02	15:00:00	1.01361	1.01784	1.01263	1.01631	12814	0	10
2011.12.02	18:00:00	1.01627	1.01947	1.01600	1.01775	8669	0	10
2011.12.02	21:00:00	1.01774	1.01964	1.01713	1.01908	3421	0	20
2011.12.05	00:00:00	1.01848	1.01848	1.01561	1.01697	3512	0	20
2011.12.05	03:00:00	1.01701	1.01790	1.01642	1.01769	3163	0	20
2011.12.05	06:00:00	1.01769	1.01867	1.01574	1.01597	5397	0	10
2011.12.05	09:00:00	1.01595	1.01778	1.01540	1.01603	10880	0	10
2011.12.05	12:00:00	1.01602	1.01656	1.01306	1.01380	9897	0	10
2011.12.05	15:00:00	1.01378	1.01564	1.01191	1.01407	13751	0	4
2011.12.05	18:00:00	1.01408	1.01849	1.01338	1.01685	10151	0	10
2011.12.05	21:00:00	1.01686	1.01918	1.01613	1.01693	6929	0	21
2011.12.06	00:00:00	1.01690	1.01959	1.01625	1.01936	5249	0	20
2011.12.06	03:00:00	1.01935	1.01976	1.01840	1.01925	4375	0	35
2011.12.06	06:00:00	1.01923	1.02054	1.01822	1.01944	6281	0	35
2011.12.06	09:00:00	1.01945	1.02003	1.01441	1.01444	11721	0	12
2011.12.06	12:00:00	1.01445	1.02005	1.01411	1.01959	9782	0	4
2011.12.06	15:00:00	1.01960	1.01960	1.01119	1.01155	14094	0	16
2011.12.06	18:00:00	1.01154	1.01271	1.00849	1.00875	8919	0	35
2011.12.06	21:00:00	1.00875	1.01004	1.00844	1.00958	5700	0	21
2011.12.07	00:00:00	1.00958	1.00973	1.00876	1.00920	3959	0	35
2011.12.07	03:00:00	1.00919	1.00956	1.00881	1.00911	2458	0	35
2011.12.07	06:00:00	1.00912	1.00924	1.00649	1.00779	5230	0	30
2011.12.07	09:00:00	1.00779	1.01106	1.00734	1.01046	10074	0	14
2011.12.07	12:00:00	1.01046	1.01248	1.00890	1.01137	11203	0	10
2011.12.07	15:00:00	1.01140	1.01323	1.01016	1.01054	15090	0	9
2011.12.07	18:00:00	1.01055	1.01127	1.00841	1.01061	9827	0	10
2011.12.07	21:00:00	1.01062	1.01113	1.00815	1.00903	5907	0	23
2011.12.08	00:00:00	1.00906	1.01042	1.00859	1.00905	4552	0	20
2011.12.08	03:00:00	1.00906	1.00985	1.00903	1.00937	3364	0	20
2011.12.08	06:00:00	1.00939	1.01028	1.00895	1.00992	5595	0	9
2011.12.08	09:00:00	1.00987	1.01025	1.00792	1.01022	11292	0	10
2011.12.08	12:00:00	1.01024	1.01039	1.00508	1.00815	12083	0	16
2011.12.08	15:00:00	1.00816	1.02103	1.00797	1.01910	16352	0	35
2011.12.08	18:00:00	1.01911	1.02323	1.01887	1.02019	10129	0	35
2011.12.08	21:00:00	1.02018	1.02371	1.01801	1.02297	7206	0	35
2011.12.09	00:00:00	1.02294	1.02350	1.02145	1.02173	4142	0	35
2011.12.09	03:00:00	1.02171	1.02510	1.01990	1.02343	7491	0	35
2011.12.09	06:00:00	1.02343	1.02610	1.02330	1.02556	7321	0	35
2011.12.09	09:00:00	1.02557	1.02557	1.02146	1.02328	11092	0	35
2011.12.09	12:00:00	1.02329	1.02502	1.01868	1.02440	11687	0	4
2011.12.09	15:00:00	1.02436	1.02520	1.01863	1.01997	14551	0	35
2011.12.09	18:00:00	1.01996	1.02049	1.01776	1.01823	7861	0	35
2011.12.09	21:00:00	1.01823	1.01907	1.01650	1.01654	3848	0	35
2011.12.12	00:00:00	1.01998	1.02108	1.01826	1.01972	5063	0	35
2011.12.12	03:00:00	1.01972	1.02122	1.01894	1.02099	3923	0	35
2011.12.12	06:00:00	1.02098	1.02435	1.02020	1.02370	5967	0	35
2011.12.12	09:00:00	1.02370	1.02696	1.02231	1.02586	10524	0	35
2011.12.12	12:00:00	1.02585	1.02702	1.02241	1.02578	12029	0	11
2011.12.12	15:00:00	1.02579	1.02839	1.02431	1.02735	14462	0	12
2011.12.12	18:00:00	1.02735	1.02787	1.02579	1.02627	8820	0	10
2011.12.12	21:00:00	1.02628	1.02736	1.02529	1.02720	4998	0	20
2011.12.13	00:00:00	1.02722	1.02794	1.02658	1.02712	4159	0	35
2011.12.13	03:00:00	1.02712	1.02724	1.02523	1.02582	3902	0	20
2011.12.13	06:00:00	1.02581	1.02729	1.02523	1.02540	5345	0	10
2011.12.13	09:00:00	1.02544	1.02877	1.02394	1.02623	10611	0	35
2011.12.13	12:00:00	1.02621	1.02658	1.02418	1.02609	9536	0	35
2011.12.13	15:00:00	1.02610	1.03106	1.02305	1.02817	14518	0	35
2011.12.13	18:00:00	1.02818	1.03264	1.02792	1.03215	10550	0	9
2011.12.13	21:00:00	1.03218	1.03473	1.03160	1.03365	7698	0	23
2011.12.14	00:00:00	1.03367	1.03472	1.03304	1.03406	4053	0	35
2011.12.14	03:00:00	1.03408	1.03465	1.03338	1.03348	3074	0	35
2011.12.14	06:00:00	1.03346	1.03485	1.03261	1.03476	4744	0	23
2011.12.14	09:00:00	1.03477	1.03633	1.03296	1.03397	9852	0	35
2011.12.14	12:00:00	1.03395	1.03912	1.03388	1.03882	12980	0	14
2011.12.14	15:00:00	1.03883	1.04222	1.03869	1.04030	16606	0	12
2011.12.14	18:00:00	1.04031	1.04082	1.03750	1.04020	12479	0	10
2011.12.14	21:00:00	1.04021	1.04060	1.03845	1.03905	6366	0	20
2011.12.15	00:00:00	1.03905	1.03943	1.03799	1.03881	5082	0	20
2011.12.15	03:00:00	1.03881	1.03937	1.03763	1.03817	4822	0	20
2011.12.15	06:00:00	1.03816	1.03998	1.03633	1.03669	7833	0	10
2011.12.15	09:00:00	1.03664	1.04047	1.03539	1.03730	13891	0	10
2011.12.15	12:00:00	1.03731	1.03813	1.03186	1.03284	11471	0	10
2011.12.15	15:00:00	1.03286	1.03686	1.03209	1.03364	14441	0	35
2011.12.15	18:00:00	1.03365	1.03569	1.03242	1.03566	9109	0	35
2011.12.15	21:00:00	1.03567	1.03613	1.03384	1.03407	6087	0	35
2011.12.16	00:00:00	1.03407	1.03433	1.03192	1.03233	4234	0	35
2011.12.16	03:00:00	1.03234	1.03253	1.03102	1.03120	3466	0	35
2011.12.16	06:00:00	1.03118	1.03257	1.03046	1.03177	5870	0	35
2011.12.16	09:00:00	1.03178	1.03268	1.03040	1.03170	9198	0	35
2011.12.16	12:00:00	1.03173	1.03434	1.02966	1.03382	10005	0	17
2011.12.16	15:00:00	1.03381	1.03871	1.03358	1.03869	14802	0	13
2011.12.16	18:00:00	1.03870	1.04053	1.03785	1.03821	9399	0	13
2011.12.16	21:00:00	1.03822	1.03865	1.03669	1.03818	4167	0	24
2011.12.19	00:00:00	1.03877	1.04060	1.03804	1.03994	4780	0	4
2011.12.19	03:00:00	1.03999	1.04147	1.03931	1.04054	6027	0	4
